,PMCID,sentence_id,CONSORT_Item,labels,section,text,metamap_concepts,metamap_concepts_text,metamap_semantictypes
1362,PMC4085478,S71,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",METHODS,patients who discontinued the study early qualified as “premature discontinuation” which resulted in a final study visit.,"['C2603343', 'C0205088', 'C1279919', 'C3853528', 'C0030705', 'C2826704', 'C0545082', 'C1546485', 'C1512346']","['Patient Visit', 'End-stage', 'Early', 'Visit Name', 'Visit', 'Patients', 'Study', 'Final', 'Diagnosis Type - Final']","['tmco', 'idcn', 'hlca', 'inpr', 'qlco', 'bhvr', 'resa', 'podg']"
1363,PMC4085478,S72,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",METHODS,dropouts were not replaced.,"['C0013135', 'C1518422']","['Dropouts', 'Negation']","['ftcn', 'popg']"
1364,PMC4085478,S73,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",METHODS,"patients' compliance was monitored by returned sachets, diary entries, and interviews.","['C0009563', 'C3244300', 'C3714905', 'C0376660', 'C0030705', 'C3714738', 'C1515981', 'C1321605', 'C0021822', 'C0332156', 'C1319685']","['Quantity Final Containers Returned', 'Interview', 'Compliance behavior', 'Diary', 'Sachet', 'Compliance', 'Return to (contextual qualifier) (qualifier value)', 'Biomechanical compliance', 'And', 'Patients', 'Operational Compliance']","['fndg', 'inbe', 'idcn', 'inpr', 'qnco', 'qlco', 'podg', 'mnob', 'acty']"
1365,PMC4085478,S74,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",METHODS,the central ethics committees approved the study protocol in all participating countries.,"['C0085546', 'C1507394', 'C2348563', 'C0679823', 'C0444868', 'C2599718', 'C0454664', 'C0205099']","['All', 'Clinical trial protocol document', 'Study Protocol', 'Ethics Committees', 'participation', 'Central', 'Country', 'Clinical trial protocol']","['prog', 'inpr', 'geoa', 'qnco', 'spco', 'ftcn']"
1366,PMC4085478,S75,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",METHODS,no changes to the study methods were made after study initiation.,"['C0443172', 'C0231290', 'C2603343', 'C1158830', 'C0025663', 'C1704686', 'C0025664', 'C0687676', 'C0392747', 'C0449851', 'C0589507']","['Methods', 'Changing', 'Status post', 'Transcription Initiation', 'Post', 'Techniques', 'Changed status', 'Study', 'Methods aspects', 'Cognitive function: initiation', 'Initiation']","['tmco', 'inpr', 'genf', 'qnco', 'resa', 'ftcn', 'menp']"
1367,PMC4085478,S77,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,"to avoid selection bias, all patients who fulfilled all criteria were included into the study in the predefined, randomized order.","['C1705176', 'C1705175', 'C3889825', 'C1705178', 'C3272598', 'C1882348', 'C2603343', 'C3815594', 'C0036577', 'C0034656', 'C0030705', 'C0243161', 'C0444868', 'C1705177']","['Order (action)', 'All', 'Subject is Randomized', 'criteria', 'WHO Temperature/Humidity Storage Condition', 'Selection Bias', 'Patients', 'Study', 'Randomization', 'Sequence of Planned Assessment Schedule', 'Order (document)', 'Permutation', 'Order (taxonomic)', 'Order (arrangement)']","['fndg', 'clas', 'idcn', 'inpr', 'qnco', 'qlco', 'resa', 'podg', 'acty']"
1368,PMC4085478,S78,['11b'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,"pellets, sachets, and containers were completely indistinguishable between treatment arms.","['C0087111', 'C0180098', 'C0993610', 'C1522326', 'C3887704', 'C0205197', 'C1705169', 'C0446516', 'C0039798', 'C3538994', 'C1515981', 'C2681631', 'C0206655', 'C4319731', 'C4319730', 'C1533734', 'C1319685']","['Alveolar rhabdomyosarcoma', 'KIDINS220 gene', 'Sachet', 'treatment - ActInformationManagementReason', 'Treating', 'Treatment Epoch', 'And', 'therapeutic aspects', 'Complete Agreement', 'Upper arm', 'Oral Pellet', 'Completely Able', 'Biomaterial Treatment', 'Administration procedure', 'Complete', 'Containers', 'Therapeutic procedure']","['blor', 'fndg', 'resa', 'bodm', 'gngm', 'idcn', 'topp', 'hlca', 'inpr', 'qlco', 'ftcn', 'neop', 'mnob', 'cnce']"
1369,PMC4085478,S79,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,both patients and study personnel remained blinded and unaware of the allocation method throughout the study until database closure.,"['C1706778', 'C2603343', 'C0150114', 'C1521802', 'C0025663', 'C0871511', 'C0242356', 'C0030705', 'C0150108', 'C2985653', 'C1515981', 'C1706086', 'C0993637', 'C0449851']","['Methods', 'Study Personnel', 'Test Method', 'Published Database', 'Techniques', 'And', 'Databases', 'Patients', 'Blinded', 'Study', 'Allocation', 'Both', 'unaware', 'Closure']","['prog', 'idcn', 'inpr', 'qlco', 'lbpr', 'resa', 'podg', 'ftcn', 'acty']"
1370,PMC4085478,S80,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,it was not possible for patients or investigators to guess the next allocated medication in order to avoid selection or allocation biases.,"['C0332282', 'C0005346', 'C4284232', 'C0242568', 'C0205117', 'C1883708', 'C1705176', 'C1706778', 'C0332149', 'C1705910', 'C0030705', 'C3244316', 'C1882348', 'C1705177', 'C0013227', 'C0035173', 'C1705175', 'C1707391', 'C3889825', 'C1705178', 'C1518422', 'C0036576']","['Possible', 'Following', 'Biases', 'Genetic Selection', 'Adjacent', 'Order (action)', 'Possibly Related to Intervention', 'Patients', 'Order (document)', 'Pharmaceutical Preparations', 'Order (taxonomic)', 'Negation', 'Choose (action)', 'medication - HL7 publishing domain', 'Medications', 'Bias (Epidemiology)', 'Research Personnel', 'Then', 'Sequence of Planned Assessment Schedule', 'Allocation', 'Permutation', 'Order (arrangement)']","['tmco', 'fndg', 'prog', 'idcn', 'clas', 'inpr', 'genf', 'qlco', 'phsu', 'spco', 'podg', 'ftcn', 'acty']"
1371,PMC4085478,S81,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,"to avoid attrition bias, we handled incomplete data in a conservative manner: all patients with premature treatment termination were included in all final analyses with their last available data (last observation carried forward (locf)), so that a possible lt-02 treatment effect was rather reduced than increased.","['C4698491', 'C0005346', 'C0004277', 'C3538994', 'C0470187', 'C0242568', 'C0700325', 'C0205252', 'C1549081', 'C1533734', 'C0087111', 'C0205217', 'C0302523', 'C0205088', 'C0332149', 'C0699809', 'C2825507', 'C1518681', 'C1705910', 'C1705169', 'C3887704', 'C3853528', 'C0039798', 'C0030705', 'C1504315', 'C1546485', 'C0442805', 'C0332287', 'C3245479', 'C1692758', 'C0151526', 'C0439780', 'C0332257', 'C0444868', 'C1517741', 'C1522326', 'C0206243', 'C1964257', 'C3889687', 'C3714741', 'C1511726', 'C3242203', 'C4018905']","['Termination - Inactive Reason Code', 'In addition to', 'Tooth Attrition', 'incomplete data', 'Observation in research', 'End-stage', 'Data (eukaryote)', 'Bias genus', 'Including (qualifier)', 'Forward', 'termination - ActReason', 'Possible', 'Diagnosis Type - Final', 'Last Observation Carried Forward Imputation Technique', 'Treatment Epoch', 'Increased', 'Biases', 'Biomaterial Treatment', 'Clinical Observation', 'Administration procedure', 'Carrying', 'Increase', 'Data call receiving device', 'availability of', 'All', 'Does carry', 'Premature Birth', 'Outcome of Therapy', 'Possibly Related to Intervention', 'Patients', 'Patient observation', 'Therapeutic procedure', 'Rather', 'treatment - ActInformationManagementReason', 'Observation - diagnostic procedure', 'Too early', 'Last', 'Treating', 'Bias (Epidemiology)', 'therapeutic aspects', 'Immature', 'Final', 'Data']","['tmco', 'acty', 'fndg', 'medd', 'idcn', 'hlca', 'topp', 'inpr', 'qnco', 'qlco', 'acab', 'euka', 'resa', 'podg', 'ftcn', 'diap', 'bird', 'spco', 'patf', 'cnce']"
1372,PMC4085478,S82,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,"more placebo patients may have stopped treatment owing to a lack of efficacy or for other reasons; it is unlikely that the results would have improved if treatment had been continued, and carrying forward the last value appeared to be conservative.","['C0392360', 'C3538994', 'C0332268', 'C1710571', 'C1533734', 'C0087111', 'C3887704', 'C1705169', 'C0039798', 'C0030705', 'C1706408', 'C0205172', 'C1707887', 'C0750558', 'C1280519', 'C0439780', 'C1522609', 'C1517741', 'C1522326', 'C0032042', 'C1696465']","['Unlikely', 'placebo', 'Numerical value', 'Forward', 'lack', 'Effectiveness', 'Treatment Epoch', 'Indication of (contextual qualifier)', 'Placebos', 'Biomaterial Treatment', 'Administration procedure', 'Placebo Control', 'More', 'Unlikely Related to Intervention', 'Patients', 'treatment - ActInformationManagementReason', 'Treating', 'Last', 'therapeutic aspects', 'Efficacy Study', 'Therapeutic procedure']","['fndg', 'bodm', 'topp', 'hlca', 'idcn', 'qlco', 'qnco', 'spco', 'resa', 'podg', 'ftcn', 'cnce']"
1373,PMC4085478,S83,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,all dropouts and losses to follow-up are described in figure 1.,,,
1374,PMC4085478,S84,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,individuals with possible conflict of interest were neither allowed to recruit patients nor were they involved in the conduct or analyses of the study.,"['C2603343', 'C0028609', 'C0009671', 'C0332149', 'C1705910', 'C1513854', 'C4284892', 'C0004927', 'C0045071', 'C0030705', 'C1705242', 'C0028423', 'C0543488', 'C3274651']","['Different', 'NOR Mouse', 'Possibly Related to Intervention', 'Patients', '19-norandrostenedione', 'Nucleolus Organizer Region', 'Behavior', 'Neither', 'Neither Case or Control Status', 'Conflict (Psychology)', 'Study', 'Possible', 'interest', 'Norway']","['fndg', 'inbe', 'orch', 'geoa', 'qlco', 'celc', 'mamm', 'bhvr', 'resa', 'podg', 'menp']"
1375,PMC4085478,S85,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,there were no changes in the study methods or outcome parameters after study initiation.,"['C0443172', 'C0231290', 'C2603343', 'C1158830', 'C0025663', 'C1704686', 'C0025664', 'C0687676', 'C0392747', 'C0449851', 'C0589507', 'C1274040']","['Methods', 'Changing', 'Status post', 'Transcription Initiation', 'Post', 'Techniques', 'Changed status', 'Study', 'Methods aspects', 'Cognitive function: initiation', 'Result', 'Initiation']","['tmco', 'inpr', 'genf', 'qnco', 'resa', 'ftcn', 'menp']"
1376,PMC4085478,S86,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Precautions against bias,all authors had access to the study data and have reviewed and approved this manuscript.,"['C1080058', 'C0600659', 'C0681873', 'C1554204', 'C1515981', 'C0444454', 'C3812881', 'C0444868']","['All', 'And', 'author', 'Role Class - access', 'Access', 'Manuscripts', 'This (eukaryote)', 'research data']","['resa', 'prog', ' mnob', 'idcn', 'inpr', 'qnco', 'spco', 'euka', 'ftcn']"
1377,PMC4085478,S88,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes,"the disease activity was assessed using the sccai (22) that is validated and has been proven to correlate well with other indices comprising invasive methods (23,24,25,26).","['C1292728', 'C3146287', 'C0038895', 'C4283957', 'C4033634', 'C0205170']","['Microplate Well', 'Blood Indices', 'Disease activity', 'Good', 'Well', 'Surgical aspects']","['fndg', 'qlco', 'spco', 'ftcn', 'mnob']"
1378,PMC4085478,S89,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,the primary end point was changes in sccai from baseline (v2) to v5.,"['C0443172', 'C1442488', 'C0205225', 'C2349179', 'C0168634', 'C0392747']","['BaseLine dental cement', 'Changing', 'Primary', 'Changed status', 'Baseline', 'End Point']","['qnco', 'bodm', 'qlco', 'ftcn']"
1379,PMC4085478,S90,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes,"the sccai assesses stool frequency during the day and at night, defecation urgency, blood in stool, general well-being, abdominal pain, and extraintestinal manifestations.","['C4554323', 'C4321352', 'C1705502', 'C0205246', 'C1561548', 'C0015733', 'C0000737', 'C1321898', 'C3812897', 'C0240526', 'C0018684', 'C0376249', 'C0332173', 'C0205319', 'C0871396', 'C1280464', 'C0439228', 'C3891294', 'C0347984', 'C0439603', 'C0426636', 'C3898838', 'C3813622', 'C1515981']","['Frequencies (time pattern)', 'Frequency', 'Overall Well Being', 'Bowel urgency', 'Abdominal Pain', 'And', 'Spatial Frequency', 'Health', 'Safety Reporting Documentation', 'Abdominal Pain, CTCAE 5', 'Feces', 'Generalized', 'Blood in stool', 'Daily', 'During', 'Statistical Frequency', 'With frequency', 'General medical service', 'How Often', 'Manifest', 'day', 'Kind of quantity - Frequency', 'Manifestation of', 'Night time']","['tmco', 'fndg', 'idcn', 'hlca', 'inpr', 'sosy', 'qnco', 'qlco', 'spco', 'ftcn', 'bdsu']"
1380,PMC4085478,S91,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes,"the score ranges from 0 to 19 points—the lower the score, the lower the disease activity.","['C4050231', 'C1292728', 'C2003888', 'C1548802', 'C0449820', 'C0441994']","['Body Site Modifier - Lower', 'Score', 'ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated', 'Lower (action)', 'Disease activity', 'Lower - spatial qualifier']","['clna', 'blor', 'qnco', 'spco', 'ftcn', 'acty']"
1381,PMC4085478,S92,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,"we assessed the following secondary and a priori defined end points in an exploratory sense: complete remission (<3 mean sccai (26) and “blood in stool” subscore of 0 (see european crohn's and colitis organization (ecco) definition of remission (21), locf); partial remission (sccai <5, locf); clinical response (sccai decrease ≥2 (26); mucosal healing (endoscopic mayo score (ems) ≤1); achievement of mucosal healing (ems ≤1 at v5 and improvement of ems ≥1 from v2 to v5); patients with complete remission; and a “bowel frequency” subscore of 0.","['C0547047', 'C0332282', 'C1521726', 'C4553336', 'C1300196', 'C0392756', 'C0029246', 'C1535514', 'C0043240', 'C4553337', 'C0009319', 'C0687702', 'C2825507', 'C2986411', 'C1552679', 'C0449820', 'C0205436', 'C0030705', 'C1963084', 'C0677874', 'C0026724', 'C0036658', 'C4050231', 'C0042789', 'C1704788', 'C1947903', 'C2348143', 'C0175668', 'C0442418', 'C0220885', 'C0001072', 'C0239307', 'C0444930', 'C3888054', 'C4055223', 'C0444504', 'C1517320', 'C4552914', 'C1522486', 'C0027627', 'C2746065', 'C0014245', 'C1077578', 'C1515981', 'C0544452', 'C2347634', 'C1550452', 'C4552913']","['European race', 'Mucous Membrane', 'And', 'Disease remission', 'definition - ActMoodCompletionTrack', 'From', 'Definition', 'Endoscopy (procedure)', 'Sample Mean', 'Following', 'Colitis, CTCAE', 'Decrease', 'Score', 'second (number)', 'Last Observation Carried Forward Imputation Technique', 'Population Mean', 'Organization Name', 'Wound Healing', 'Professional Organization or Group', 'Organized', 'In complete remission', 'Neoplasm Metastasis', 'Lugano Lymphoma Response Classification Complete Remission by CT', 'organizational', 'Lugano Lymphoma Response Classification Partial Remission by PET', 'Reduced', 'Clinical Response', 'Vision', 'Endoscopic approach - access', 'End', 'Patients', 'Statistical mean', 'Improvement', 'partial response', 'Lugano Lymphoma Response Classification Complete Remission by PET', 'Esthesia', 'Cancer Remission', 'Secondary to', 'ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated', 'Bikinia le-testui', 'Stop (qualifier value)', 'Achievement', 'Organization administrative structures', 'DEFINITION - NCI Thesaurus Property', 'ethnic european', 'See', 'Colitis', 'Lugano Lymphoma Response Classification Partial Remission by CT']","['qnco', 'bhvr', 'podg', 'clna', 'fndg', 'ortf', 'idcn', 'inpr', 'qlco', 'ftcn', 'popg', 'tmco', 'prog', 'plnt', 'tisu', 'spco', 'neop', 'cnce', 'acty', 'orgt', 'dsyn', 'orgf', 'diap']"
1382,PMC4085478,S93,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,all sccai-based end points refer to the patient's mean values of 1 week rounded to integer numbers.,"['C2348143', 'C0237753', 'C2746065', 'C1442452', 'C0449788', 'C0030705', 'C0444930', 'C2347634', 'C0444868', 'C0444504', 'C0042295']","['Sample Mean', 'All', 'Count of entities', 'Population Mean', 'Stop (qualifier value)', '1 Week', 'End', 'Patients', 'Statistical mean', 'Values', 'Numbers']","['tmco', 'qnco', 'qlco', 'spco', 'podg']"
1383,PMC4085478,S94,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,time to symptom resolution was defined as the first 3 days with ≤3 stools per day without visible blood (21).,"['C0205435', 'C0332173', 'C0040223', 'C1279901', 'C4553272', 'C2699488', 'C0015733', 'C3854129', 'C1706463', 'C0489144', 'C1514893', 'C3842349', 'C1457887', 'C0439228', 'C1442459']","['Firstly', 'Resolution Property', 'day', 'First (number)', 'Resolution', 'Macroscopic Blood Measurement', 'Time', 'Symptoms', '3 Days', 'Feces', 'Symptom:Find:Pt:^Patient:Nom', 'Daily', 'physiologic resolution', 'Visible blood', 'Stools:Appearance:Point in time:Lower GI tract:Nominal']","['tmco', 'clna', 'fndg', 'patf', 'sosy', 'qnco', 'qlco', 'lbpr', 'cnce', 'bdsu']"
1384,PMC4085478,S95,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,"the ems is categorized as follows: 0, inactive; 1, mild disease (erythema, decreased vascular pattern, minimal granularity); 2, moderate disease (marked erythema, friability, granularity, absent vascular pattern, bleeding on minimal trauma, no ulcerations); and 3, severe disease (ulceration, spontaneous bleeding).","['C0332283', 'C0547040', 'C0012634', 'C3472234', 'C1801960', 'C1963256', 'C0392756', 'C4049136', 'C0332535', 'C0442797', 'C3834263', 'C0019080', 'C0205216', 'C0041834', 'C4285062', 'C4321335', 'C0005847', 'C3263723', 'C4049706', 'C1881878', 'C4049705', 'C0332197', 'C3887532', 'C1836348', 'C0522501', 'C0449774', 'C3280118', 'C1558950', 'C3890554', 'C1706089', 'C1510467', 'C4684680', 'C0041582', 'C1524031', 'C0043251', 'C4085643', 'C0205081', 'C1321132', 'C3714660']","['Followed by', 'Inactive - answer to question', 'Borg Category-Ratio 10 Perceived Exertion Score 3', 'Moderate Level', 'Trauma, nursing specialty', 'Massive', 'Decreased', 'Blood Vessel', 'Nontraumatic hemorrhage', 'Friability (finding)', 'Moderate (severity modifier)', 'Ulceration, CTCAE', 'trauma qualifier', 'pattern', 'Mild disorder', 'Marked', 'Granularity', 'Moderate Extremity Pain', 'Ulceration', 'Moderation', 'Adverse Event Associated with Vascular', 'Reduced', 'Traumatic injury', 'Minimum', 'Vascular', 'Physical Inactivity', 'Minimal', 'Wounds and Injuries', 'Severe disorder', 'Decreasing', 'Trauma', 'Absent', 'Pharyngeal Stripping Wave Absent', 'Moderate Response', 'Ulcer', 'Disease', 'Hemorrhage', 'Erythema', 'Spontaneous hemorrhage']","['tmco', 'fndg', 'patf', 'dora', 'inpr', 'qlco', 'qnco', 'bmod', 'inpo', 'dsyn', 'spco', 'ftcn', 'bpoc']"
1385,PMC4085478,S96,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Outcomes,"the histologic index (by riley) ranges from 1 representing remission to 4 representing severe colitis; a central pathologist, who was blinded to the groups, assessed the score.","['C2986546', 'C3272598', 'C0600653', 'C4050231', 'C0687702', 'C0441833', 'C0205462', 'C1859543', 'C1552839', 'C0449820', 'C0205099', 'C0687744', 'C0544452', 'C0334866', 'C1552854', 'C1516048', 'C0918012']","['Groups', 'Histologic', 'Social group', 'Cancer Remission', 'Index', 'Html Link Type - index', 'WHO Temperature/Humidity Storage Condition', 'Medical pathologist', 'Indexes', 'ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated', 'Assessed', 'Severe colitis', 'Disease remission', 'Score', 'Central', 'Target Lesion Identification', 'Table Rules - groups']","['acty', 'fndg', 'prog', 'idcn', 'inpr', 'qlco', 'qnco', 'spco', 'ftcn', 'neop', 'diap', 'popg', 'clna']"
1386,PMC4085478,S98,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistics,data from a dose-finding study (19) showed that a relative effect size for the sccai of ∼0.8 could be expected from the 3.2 g dose group compared with placebo.,"['C0178602', 'C0521125', 'C1517001', 'C4321252', 'C1257890', 'C0037088', 'C0441833', 'C1706408', 'C1705428', 'C2825141', 'C3245479', 'C1519504', 'C1705429', 'C0814843', 'C1517320', 'C2603343', 'C0032042', 'C0243095', 'C0687744', 'C1696465', 'C0205345', 'C3714741', 'C1511726', 'C0080103']","['Finding', 'Group Object', 'placebo', 'Experimental Finding', 'Data (eukaryote)', 'Relative', 'From', 'Study', 'Placebos', 'User Group', 'effect size', 'Data call receiving device', 'Groups', 'Population Group', 'Placebo Control', 'Social group', 'Signs and Symptoms', 'WWOX wt Allele', 'Relative (related person)', 'Dosage', 'Preposition For', 'Expected', 'Stage Grouping', 'Data']","['fndg', 'bodm', 'medd', 'idcn', 'topp', 'gngm', 'inpr', 'famg', 'sosy', 'qnco', 'qlco', 'euka', 'resa', 'ftcn', 'popg', 'cnce']"
1387,PMC4085478,S99,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistics,"under the parametric assumptions of the t-test, 30 patients per group were needed to detect a difference of a relative effect size of 0.8 between placebo and an active group with a power of 85% (α=0.025, one sided).","['C1705241', 'C0205447', 'C1515976', 'C0022885', 'C4318744', 'C0205177', 'C3888249', 'C1257890', 'C0205103', 'C0441833', 'C0030705', 'C1706408', 'C0392366', 'C1705428', 'C0032863', 'C0332287', 'C1519504', 'C0456984', 'C1705429', 'C3854080', 'C0814843', 'C1705242', 'C0032042', 'C0039593', 'C0687744', 'C1515981', 'C1696465', 'C0205345', 'C3831328', 'C3853793', 'C0080103']","['Active License', 'Group Object', 'placebo', 'In addition to', 'And', 'Power', 'Relative', 'active (HL7 RoleLink)', 'Test - temporal region', 'Placebos', 'Tests (qualifier value)', 'Laboratory Procedures', 'User Group', 'Active', 'effect size', 'Groups', 'Population Group', 'Placebo Control', 'Social group', 'Test Result', 'Testing', 'Relative (related person)', 'Patients', 'One', 'Intermediate', 'Different', 'Power (Psychology)', 'Anatomic Structure, System, or Substance', 'Blood Products Laboratory Testing', 'Stage Grouping', 'Delta (difference)']","['blor', 'resa', 'bodm', 'lbtr', 'idcn', 'clas', 'topp', 'inpr', 'famg', 'qnco', 'qlco', 'lbpr', 'spco', 'hcpp', 'podg', 'ftcn', 'popg', 'cnce']"
1388,PMC4145439,S196,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Supplementary Material,web supplement,"['C0282111', 'C0242295', 'C2348609', 'C1947943']","['Supplement (document)', 'Internet', 'Dietary Supplements', 'Supplement']","['food', 'mnob', 'inpr', 'ftcn']"
1389,PMC4145439,S40,"['3a', '4a']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"this was a 12-week, phase iib, dose-ranging, double-blind, placebo (pbo) and active-controlled, multicenter, randomised study (nct01242488), conducted between november 2010 and june 2012, to evaluate the efficacy and safety of subcutaneous okz in patients with moderately to severely active ra who had previously failed tnf inhibitor therapy.","['C0205173', 'C0456909', 'C0441769', 'C0620347', 'C0439230', 'C0178602', 'C1363945', 'C1705187', 'C0205177', 'C3888249', 'C2587213', 'C0087111', 'C0205103', 'C3272598', 'C0205082', 'C1448177', 'C1705765', 'C0039798', 'C0030705', 'C0150108', 'C1706408', 'C0525065', 'C1705764', 'C1707887', 'C1881878', 'C1280519', 'C0220825', 'C0036043', 'C0457160', 'C2911690', 'C4321491', 'C2603343', 'C1080058', 'C3828767', 'C0032042', 'C3829443', 'C1999216', 'C4085643', 'C0443315', 'C0031962', 'C1515981', 'C1696465', 'C3853793']","['Duplicate', 'Active License', 'Piperonyl Butoxide', 'placebo', 'subcutaneous', 'compound A 12', 'And', 'active (HL7 RoleLink)', 'Moderately Able', 'November', 'Study', 'Safety', 'TNF protein, human', 'June', 'Effectiveness', 'Disease Controlled', 'Double Value Type', 'Placebos', 'Safety Study', 'Therapy Object (animal model)', 'Active', 'Moderation', 'Placebo Control', 'Visually Impaired Persons', 'Control function', 'Patients', 'Blinded', 'Dosage', 'Doubling', 'Inhibitor', 'Intermediate', 'Moderate Response', 'Severe (severity modifier)', 'WHO Temperature/Humidity Storage Condition', 'therapeutic aspects', 'Efficacy Study', 'Stage 2 lower case b', 'week', 'Stage 2B', 'This (eukaryote)', 'Blindness', 'Evaluation', 'Therapeutic procedure']","['topp', 'qnco', 'podg', 'bodm', ' aapp', 'fndg', ' orch', 'idcn', 'hlca', 'clas', 'inpr', 'qlco', 'bacs', 'hcpp', 'resa', 'ftcn', 'tmco', 'orch', 'hops', 'euka', 'spco', 'acty', ' phsu']"
1390,PMC4145439,S41,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,the study protocol was approved by the institutional review board/independent ethics committee as defined in local regulations and performed according to the declaration of helsinki.,"['C0851285', 'C1704788', 'C0220905', 'C0205276', 'C1507394', 'C1515981', 'C0884358', 'C2348563', 'C2599718', 'C0680240', 'C0086911', 'C4554082']","['Clinical trial protocol document', 'Study Protocol', 'Performed', 'And', 'Ethics Committees, Research', 'Independent Ethics Committee', 'Definition', 'Regulation', 'Agreement', 'Clinical trial protocol', 'Local', 'regulatory']","['gora', 'prog', 'rnlw', 'idcn', 'inpr', 'socb', 'spco', 'ftcn']"
1391,PMC4145439,S42,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,all patients provided written consent.,"['C1511481', 'C2923685', 'C0030705', 'C1554192', 'C0444868']","['Consent:Finding:Point in time:{Setting}:Document:Patient', 'All', 'Consent', 'Patients', 'ActClass - consent']","['idcn', 'qnco', 'podg', 'ftcn', 'clna']"
