,PMCID,sentence_id,CONSORT_Item,labels,section,text
1520,PMC4215282,S54,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,ponesimod 40 mg was selected as the highest dose as it was associated with an approximate 70% reduction in peripheral lymphocyte counts13; this degree of reduction has previously been shown to be associated with a significant therapeutic effect in patients with ms treated with fingolimod.18
1521,PMC4215282,S55,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"furthermore, phase i studies demonstrated that through the use of an up-titration dosing regimen, the first-dose effects of ponesimod 20 and 40 mg on heart rate and conductivity were reduced, and the safety and tolerability of this higher dose were considered acceptable."
1522,PMC4215282,S56,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,study design is summarised in figure 1.
1523,PMC4215282,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,all patients randomised to ponesimod initially received ponesimod 10 mg (days 1–7).
1524,PMC4215282,S58,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"on day 8, patients randomised to receive ponesimod 20 or 40 mg were up-titrated to the 20 mg dose and patients randomised to the 10 mg dose were mock up-titrated."
1525,PMC4215282,S59,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"on day 15, patients randomised to receive ponesimod 40 mg were up-titrated to the 40 mg dose; patients randomised to ponesimod 10 or 20 mg were mock up-titrated."
1526,PMC4215282,S60,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,patients randomised to placebo were mock up-titrated on days 8 and 15 (figure 1).
1527,PMC4215282,S61,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,figure 1 study design.
1528,PMC4215282,S62,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,all patients randomised to ponesimod initially received ponesimod 10 mg (days 1–7).
1529,PMC4215282,S63,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"on day 8, patients randomised to receive ponesimod 20 or 40 mg were up-titrated to the 20 mg dose and patients randomised to the 10 mg dose were mock up-titrated."
1530,PMC4215282,S64,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"on day 15, patients randomised to receive ponesimod 40 mg were up-titrated to the 40 mg dose; patients randomised to ponesimod 10 or 20 mg were mock up-titrated."
1531,PMC4215282,S65,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,patients randomised to placebo were mock up-titrated on days 8 and 15.
1532,PMC4215282,S66,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,patient numbers are for the all-treated population.
1533,PMC4215282,S67,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"fu, follow-up."
1534,PMC4215282,S68,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"study visits took place at screening, baseline, on day 1 (randomisation), days 8 and 15 (up-titration), at week 4 and then every 4 weeks until the end of the 24-week treatment period or study drug discontinuation."
1535,PMC4215282,S69,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"patients who completed treatment at week 24 were offered enrolment into an ongoing, long-term, dose-blinded extension study where all patients would receive ponesimod (clinicaltrials.gov identifier: nct01093326)."
1536,PMC4215282,S70,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"for those patients who prematurely discontinued study treatment or who completed 24 weeks of treatment but chose not to enter the extension study, two safety follow-up visits were performed 7 and 30 days after the last dose of study drug (figure 1)."
1537,PMC4215282,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"mri scans were performed at baseline, every 4 weeks from week 4 to 24 (end of treatment (eot)) and at the second safety follow-up visit for patients not entering the extension study."
1538,PMC4215282,S72,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,"mri scans were centrally evaluated in a fully blinded manner (medical image analysis centre, basel, switzerland)."
1539,PMC4215282,S73,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"edss assessments were performed at screening, baseline, week 24, at follow-up visit 2 and at unscheduled visits in case of ms relapse by an independent neurologist not otherwise involved in patient care."
1540,PMC4215282,S74,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"the main pharmacodynamic variable was total lymphocyte count, which was centrally analysed at screening, baseline, on days 8 and 15, every 4 weeks thereafter until eot and at the two safety follow-up visits."
1541,PMC4215282,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"on treatment initiation and dose up-titration days, cardiac monitoring was performed by an independent cardiologist."
1542,PMC4215282,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"this included 12-lead ecg, blood pressure measurements over 6 h and holter ecg monitoring over 24 h (subset of patients)."
1543,PMC4215282,S77,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and procedures,all ecg and holter measurements were centrally read in a blinded manner.
1544,PMC4215282,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,pulmonary function tests (pfts) were performed at all study visits except day 1 (randomisation).
1545,PMC4215282,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,unscheduled pfts were performed in the event of respiratory symptoms or decreased pft parameters during treatment.
1546,PMC4215282,S80,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,adverse events (aes) and serious aes (saes) were collected at each visit.
1547,PMC4215282,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,laboratory assessments were performed at each visit except day 1 (randomisation).
1548,PMC4215282,S82,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,aes of special interest were defined on the basis of preclinical and previous clinical safety findings for ponesimod.
1549,PMC4215282,S83,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and procedures,"they were reported during the treatment and follow-up periods and grouped as follows: cardiovascular aes, infection-related aes, pulmonary aes, hepatobiliary disorders/liver toxicity and macular oedema."
1550,PMC4215282,S85,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,the primary efficacy endpoint was the cumulative number of new gd+ lesions per patient detected on t1-weighted mri scans from weeks 12 to 24.
1551,PMC4215282,S86,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,mri scans from weeks 4 and 8 were excluded from analysis of the primary endpoint due to the delayed anti-inflammatory effects evident with the s1p modulator fingolimod.18
1552,PMC4215282,S87,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"in addition, the primary endpoint was aligned with that of another agent (dimethyl fumarate) with delayed onset of anti-inflammatory effects in patients with rrms.19"
1553,PMC4215282,S88,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,secondary efficacy endpoints were the annualised confirmed relapse rate (arr) and time to first confirmed relapse within 24 weeks of ponesimod initiation.
1554,PMC4215282,S89,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"relapse was defined as the occurrence of an acute episode of one or more new symptoms or a worsening of existing symptoms of ms, not associated with fever or infection, and lasting for at least 24 h after a stable period of at least 30 days."
1555,PMC4215282,S90,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"a confirmed relapse was defined as a relapse with an increase of ≥0.5 points from baseline in the edss score or an increase of one point in at least one functional system score (excluding bowel, bladder and mental functional systems) assessed within 7 days of onset by the independent neurologist."
1556,PMC4215282,S91,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"exploratory efficacy mri endpoints included cumulative number of new or enlarging non-enhancing t2 lesions at weeks 12, 16, 20 and 24; cumulative number of combined unique active lesions (cuals; sum of all new t1 gd+ lesions and new or enlarging t2 lesions since previous mri scan) at weeks 12, 16, 20 and 24; and percentage change from baseline to week 24 in brain volume as measured by mri using the structural image evaluation using normalisation of atrophy (siena) program.20"
1557,PMC4215282,S93,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the global null hypothesis was that none of the three ponesimod groups differed from the placebo group in the mean cumulative number of new t1 gd+ lesions at weeks 12 to 24.
1558,PMC4215282,S94,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the alternate hypothesis was that at least one of the ponesimod treatment groups differed from the placebo group.
1559,PMC4215282,S95,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the test of the null hypothesis was based on a negative binomial regression model with treatment group as a four-level nominal covariate for the per-protocol analysis set.
1560,PMC4215282,S96,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the null hypothesis was tested by a wald χ2 test with a two-sided significance level of 5%.
1561,PMC4215282,S97,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,no adjustment was applied for multiple comparisons.
1562,PMC4215282,S98,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the per-protocol analysis set was defined as all randomised patients who received ≥80% of study drug from study drug initiation to the planned eot and had ≥2 valid post-baseline mris at weeks 12–24.
1563,PMC4215282,S99,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,"the dose–response relationship was explored for the primary endpoint and lymphocyte counts by means of multiple comparison procedures and modelling techniques, as previously described.21"
1564,PMC4392313,S176,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Supplementary Material,web supplement
1565,PMC4392313,S177,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Supplementary Material,web table
1566,PMC4392313,S46,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"this trial, conducted independently of the pivotal ra trials, was approved by an independent ethics committee or institutional review board, and all patients gave written informed consent for participation in the trial."
1567,PMC4392313,S47,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,adult patients with moderately to severely active ra (diagnosed per american college of rheumatology (acr) criteria) of more than 6 months’ duration were recruited.
1568,PMC4392313,S48,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"enrolment criteria included inadequate response to stable methotrexate (mtx) therapy, exemplified by a swollen joint count (sjc) ≥6 and a tender joint count (tjc) ≥6, together with c-reactive protein (crp) >10 mg/l or erythrocyte sedimentation rate (esr) >28 mm/h."
1569,PMC4392313,S49,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,patients with inadequate response to an antitumour necrosis factor-α (atnf) agent during the 6 months before baseline or to more than two previous atnf agents were ineligible.
1570,PMC4392313,S50,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Patients,mtx therapy was continued during the study.
1571,PMC4392313,S51,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Patients,"initiation of lipid-lowering, oral antidiabetic or antihypertensive medications or change in dose within 12 weeks of baseline was prohibited, and glucocorticoid doses (≤10 mg) had to remain stable."
1572,PMC4392313,S52,['8b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Patients,"patients were stratified at randomisation by age (<52 vs ≥52 years), mean arterial blood pressure (<93.3 vs ≥93.3 mm hg) and crp (<1.66 vs ≥1.66 mg/dl)."
1573,PMC4392313,S54,"['3a', '4b']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"this two-arm, randomised, multicentre, double-blind, placebo-controlled, parallel-group, phase iii study was conducted in the usa, canada and the uk (figure 1) at 34 sites (the measure study)."
1574,PMC4392313,S55,"['11a', '5', '8a']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",Procedures,"patients were randomly assigned using an interactive voice response system to blinded (patient and treating clinical team) intravenous treatment with tcz 8 mg/kg or placebo in a 1:1 ratio, both in combination with oral mtx, every 4 weeks for 6 months between november 2007 and june 2008."
1575,PMC4392313,S56,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Procedures,"patients who, despite scheduled infusions of double-blind study medication at weeks 8 and 12, did not achieve ≥20% improvement from baseline in sjc and tjc at week 16 were offered escape therapy with open-label tcz 8 mg/kg."
1576,PMC4392313,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Procedures,"at completion of the 24-week randomised treatment period, all patients were offered open-label treatment with tcz 8 mg/kg plus mtx."
1577,PMC4392313,S58,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"assessments during part 1 (randomised phase) of the study were performed at day 1 and at weeks 1, 2, 4, 8, 12, 16, 20 and 24."
1578,PMC4392313,S59,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,open-label assessments were performed every 12 weeks to week 104 (clinicaltrials.gov number nct00535782).
1579,PMC4392313,S60,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"the study protocol (version c, 22 june 2009 (original protocol published 10 may 2007)) is available as online supplementary material."
1580,PMC4392313,S61,"['3a', '5']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Procedures,figure 1 study design.
1581,PMC4392313,S62,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"mtx, methotrexate; tcz, tocilizumab."
1582,PMC4392313,S63,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,(a) *patients who did not achieve ≥20% improvement from baseline in swollen and tender joint counts at week 16 were offered escape therapy with open-label tcz 8 mg/kg.
1583,PMC4392313,S64,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,†60 placebo+mtx and 65 tcz+mtx patients completed 12 weeks.
1584,PMC4392313,S65,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,‡59 placebo+mtx and 65 tcz+mtx patients completed 24 weeks.
1585,PMC4392313,S66,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,(b) *tcz 8 mg/kg every 4 weeks+background mtx (7.5–25 mg weekly).
1586,PMC4392313,S67,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"†escape therapy, open-label tcz (8 mg/kg every 4 weeks+background mtx)."
1587,PMC4392313,S68,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,‡patients who received at least one dose of tcz (double-blind or open-label).
1588,PMC4392313,S70,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Lipid and biomarker assays,"commercial assays were used to measure cholesterol, triglycerides, apolipoproteins a1 and b (apoa1 and apob), crp (by high-sensitivity assay) and esr (all assays conducted or facilitated by covance laboratories, greenfield, indiana, usa)."
1589,PMC4392313,S71,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Lipid and biomarker assays,"serum lipid subclasses were characterised by nuclear magnetic resonance (nmr; liposcience, raleigh, north carolina, usa)."
1590,PMC4392313,S72,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Lipid and biomarker assays,"assays for hdl-associated saa and serum paraoxonase, secretory phospholipase a2-iia (spla2-iia), oxidised ldl, d-dimer, fibrinogen, lp(a) and haptoglobin were performed at pacific biomarkers, inc. (seattle, washington, usa)."
1591,PMC4392313,S73,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Lipid and biomarker assays,specific details are provided as online supplementary material.
1592,PMC4392313,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Vascular physiology,"arterial stiffness was assessed by pwv according to the manufacturer's instructions using a pulse wave analysis apparatus (sphygmocor; atcor, san jose, california, usa).19"
1593,PMC4392313,S76,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Vascular physiology,"blinded assessors from all centres underwent training with an expert assessor, and certification was provided by atcor."
1594,PMC4392313,S77,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Vascular physiology,"all pwv scans were reviewed by atcor, and only those meeting predetermined quality control measures were accepted for analysis (details in online supplementary material)."
1595,PMC4392313,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,the primary objective was to investigate the effect of 12 weeks of treatment with tcz on pwv and on small ldl particle number assessed by nmr compared with placebo.
1596,PMC4392313,S80,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,the secondary objective was to investigate the effect of tcz compared with placebo on these measurements at week 24.
1597,PMC4392313,S81,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"all other analyses, including lipid and lipoprotein parameters, were exploratory."
1598,PMC4392313,S82,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis,"a sample size of 120 patients (60 per arm), calculated based on previous results in patients with ra,5 18 was expected to provide sufficient power to detect a difference at week 12 in pwv (−1.14 m/s) and small ldl (−5.51 mg/dl (30% reduction)) in patients treated with tcz compared with placebo."
1599,PMC4392313,S83,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the co-primary efficacy end points of change from baseline in pwv and small ldl particle number were analysed by parametric analysis of covariance.
1600,PMC4392313,S84,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the 12-week and 24-week efficacy analyses of primary and secondary end points were performed on the intent-to-treat (itt) population using last-observation-carried-forward to impute missing data at the analysis time point.
1601,PMC4392313,S85,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,only measurements recorded before escape therapy were carried forward.
1602,PMC4392313,S86,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"all other exploratory end points were summarised for the itt population observed cases, without imputation of missing data and excluding escape data."
1603,PMC4392313,S87,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"all laboratory parameter values were converted to si units; for lipid parameters, only the latest fasted values within the time window were included."
1604,PMC4392313,S88,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"assumptions of normality and homogeneity of the variance were assessed by inspecting normal probability plots, plots of standardised residual versus predicted values and plots of standardised residual versus continuous covariates."
1605,PMC4392313,S89,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"primary end points in the study were analysed based on a normal distribution; however, because baseline values for several laboratory assessments in this study demonstrated non-normal distributions, values for exploratory serum analytes are presented as medians or median percentage changes from baseline."
1606,PMC4392313,S90,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"exploratory analyses, based on observed cases, were performed using the non-parametric kruskal–wallis test."
1607,PMC4392313,S91,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,hodges–lehmann estimates of location shift and 95% cis are presented.
1608,PMC4392313,S92,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,no adjustments for multiplicity were performed.
1609,PMC4431679,S40,"['3a', '4b']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Methods,"this was an open label, parallel, one to one randomised controlled trial, conducted in four acute care hospitals (rabin medical center, petah-tikva (192 patients); rambam health care campus (38 patients); holy family hospital nazareth (7 patients); wolfson medical center (6 patients)) in israel, between july 2007 and april 2014."
1610,PMC4431679,S41,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Methods,informed consent was obtained from all patients or their legal guardian.
1611,PMC4431679,S43,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"we included adult inpatients with severe infections caused by mrsa, including bacteraemia, and patients with highly probable mrsa infections."
1612,PMC4431679,S44,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"we defined bacteraemia as the isolation of mrsa in more than one blood culture bottle or isolated in a single bottle and accompanied by fever above 38°c, chills, or systolic blood pressure under 90 mm hg."
1613,PMC4431679,S45,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"we defined other microbiologically documented mrsa infections by using predefined criteria adapted from surveillance definitions of healthcare associated infections,26 plus isolation of mrsa from a sterile sample from the source of infection."
1614,PMC4431679,S46,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,patients with skin and soft tissue infections could be included only if they fulfilled the sepsis inflammatory response syndrome criteria.27
1615,PMC4431679,S47,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"patients with polymicrobial infections could be included, except those involving meticillin susceptible s aureus or mandating treatment with vancomycin or trimethoprim-sulfamethoxazole."
1616,PMC4431679,S48,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"the highly probable group included patients with ventilator associated pneumonia and prior antibiotic treatment, central catheter related infections, and surgical site infections in the presence of a foreign body, all without microbiological documentation.28"
1617,PMC4431679,S49,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,"we excluded patients who had received trimethoprim-sulfamethoxazole or vancomycin for more than 48 hours; patients with mrsa resistant to trimethoprim-sulfamethoxazole or vancomycin; those with highly suspected or confirmed left sided endocarditis or meningitis; patients with chronic renal failure (creatinine clearance <15 ml/min) and chronic haemodialysis (those with severe acute renal failure, including acute haemodialysis, could be included); neutropenic patients with acute leukaemia or bone marrow transplantation; and patients with known allergy to either study drug, treatment with methotrexate, pregnancy or lactation, previous enrolment in this study, or concurrent participation in another trial."
1618,PMC4431679,S50,['8a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Study population and procedures,we used a central computer generated random number list to randomise patients to treatment with trimethoprim-sulfamethoxazole or vancomycin.
1619,PMC4431679,S51,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Study population and procedures,"allocation was concealed in sealed, opaque numbered envelopes that were opened consecutively after informed consent was obtained."
1620,PMC4431679,S52,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,trimethoprim-sulfamethoxazole was started intravenously at a dose of 320 mg trimethoprim/1600 mg sulfamethoxazole twice daily and could be switched to oral treatment using the same dose at the discretion of the treating physician.
1621,PMC4431679,S53,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population and procedures,dosing was based on a pharmacokinetic study showing that a lower dose resulted in inhibition but not killing of s aureus and on the dose used in a previous trial.23 29
